"日期","收市","開市","高","低","成交量","升跌（%）"
"2026-2-16","4,992.37","5,040.75","5,041.65","4,966.64","","-1.01%"
"2026-2-13","5,043.11","4,920.27","5,047.93","4,888.71","","2.50%"
"2026-2-12","4,920.32","5,079.04","5,100.25","4,879.05","","-3.12%"
"2026-2-11","5,078.96","5,023.46","5,119.24","5,020.68","","1.10%"
"2026-2-10","5,023.47","5,065.32","5,078.84","4,987.54","","-0.83%"
"2026-2-9","5,065.55","4,960.97","5,086.85","4,960.17","","2.10%"
"2026-2-6","4,961.15","4,770.55","4,971.99","4,655.49","","3.99%"
"2026-2-5","4,770.95","4,963.74","5,024.12","4,760.05","","-3.88%"
"2026-2-4","4,963.60","4,939.34","5,092.68","4,854.81","","0.49%"
"2026-2-3","4,939.33","4,665.16","4,994.28","4,648.50","","5.85%"
"2026-2-2","4,666.27","4,799.72","4,885.08","4,404.12","","-4.09%"
"2026-1-30","4,865.35","5,395.58","5,451.20","4,681.94","","-9.83%"
"2026-1-29","5,395.88","5,399.91","5,595.46","5,110.73","","-0.08%"
"2026-1-28","5,400.25","5,189.63","5,401.62","5,157.35","","4.06%"
"2026-1-27","5,189.62","5,014.85","5,190.56","5,006.20","","3.47%"
"2026-1-26","5,015.34","5,007.11","5,111.40","4,989.85","","0.65%"
"2026-1-23","4,982.91","4,936.75","4,989.93","4,899.72","","0.94%"
"2026-1-22","4,936.75","4,836.95","4,941.25","4,772.38","","2.07%"
"2026-1-21","4,836.67","4,763.53","4,888.22","4,755.70","","1.54%"
"2026-1-20","4,763.49","4,671.02","4,766.46","4,659.34","","1.98%"
"2026-1-19","4,671.02","4,630.80","4,690.80","4,629.80","","1.65%"
"2026-1-16","4,595.10","4,614.90","4,621.27","4,537.15","","-0.43%"
"2026-1-15","4,614.91","4,620.83","4,632.65","4,581.05","","-0.13%"
"2026-1-14","4,620.83","4,588.05","4,643.06","4,585.32","","0.72%"
"2026-1-13","4,588.00","4,593.89","4,634.76","4,569.45","","-0.13%"
"2026-1-12","4,594.00","4,519.45","4,630.47","4,513.57","","1.85%"
"2026-1-9","4,510.45","4,476.71","4,517.40","4,452.62","","0.75%"
"2026-1-8","4,476.73","4,453.04","4,479.80","4,407.48","","0.53%"
"2026-1-7","4,453.04","4,497.33","4,500.65","4,423.47","","-0.99%"
"2026-1-6","4,497.34","4,448.56","4,497.54","4,427.25","","1.10%"
"2026-1-5","4,448.47","4,356.12","4,456.05","4,345.88","","2.72%"
"2026-1-2","4,330.50","4,333.00","4,402.53","4,310.01","","-0.41%"
"2026-1-1","4,348.35","4,329.42","4,351.65","4,324.42","","0.77%"
"2025-12-31","4,315.09","4,346.47","4,373.89","4,274.51","","-0.72%"
"2025-12-30","4,346.51","4,332.09","4,404.51","4,323.33","","0.33%"
"2025-12-29","4,332.08","4,540.70","4,550.10","4,303.75","","-4.42%"
"2025-12-26","4,532.63","4,479.64","4,550.11","4,475.10","","0.83%"
"2025-12-25","4,495.35","4,487.10","4,500.35","4,483.59","","0.35%"
"2025-12-24","4,479.64","4,488.81","4,525.71","4,448.27","","-0.20%"
"2025-12-23","4,488.82","4,445.62","4,499.87","4,429.92","","0.96%"
"2025-12-22","4,445.95","4,338.98","4,449.60","4,337.90","","2.48%"
"2025-12-19","4,338.55","4,332.33","4,356.65","4,309.01","","0.14%"
"2025-12-18","4,332.40","4,341.06","4,374.69","4,308.60","","-0.20%"
"2025-12-17","4,341.08","4,303.80","4,349.13","4,301.27","","0.87%"
"2025-12-16","4,303.80","4,302.58","4,335.16","4,271.34","","0.03%"
"2025-12-15","4,302.70","4,299.00","4,350.50","4,285.21","","0.01%"
"2025-12-12","4,302.43","4,283.26","4,353.72","4,257.60","","0.45%"
"2025-12-11","4,283.28","4,228.53","4,286.24","4,203.98","","1.29%"
"2025-12-10","4,228.55","4,209.56","4,239.10","4,181.68","","0.45%"
"2025-12-9","4,209.54","4,189.00","4,221.67","4,170.00","","0.49%"
"2025-12-8","4,189.05","4,197.19","4,219.31","4,176.34","","-0.19%"
"2025-12-5","4,197.13","4,208.69","4,259.55","4,191.95","","-0.27%"
"2025-12-4","4,208.69","4,206.15","4,219.46","4,174.60","","0.06%"
"2025-12-3","4,206.22","4,208.14","4,242.00","4,194.39","","-0.05%"
"2025-12-2","4,208.14","4,232.72","4,236.28","4,163.01","","-0.58%"
"2025-12-1","4,232.73","4,223.93","4,264.74","4,205.87","","0.05%"
"2025-11-28","4,230.63","4,157.57","4,231.51","4,157.15","","1.76%"
"2025-11-27","4,157.57","4,164.53","4,169.00","4,142.57","","-0.17%"
