"日期","收市","開市","高","低","成交量","升跌（%）"
"2025-8-17","3,381.60","3,382.40","3,403.60","3,353.40","578.56K","-0.05%"
"2025-8-10","3,383.20","3,458.10","3,466.30","3,375.50","613.85K","-2.04%"
"2025-8-3","3,453.70","3,416.60","3,483.80","3,397.90","876.18K","3.14%"
"2025-7-27","3,348.60","3,373.60","3,389.30","3,319.20","704.21K","-2.40%"
"2025-7-20","3,431.10","3,415.00","3,509.00","3,407.40","902.05K","2.56%"
"2025-7-13","3,345.30","3,376.50","3,389.30","3,314.30","692.20K","0.59%"
"2025-7-6","3,325.70","3,344.50","3,355.60","3,290.20","771.07K","-0.51%"
"2025-6-29","3,342.90","3,284.30","3,376.90","3,250.50","690.04K","0.27%"
"2025-6-22","3,333.90","3,387.00","3,395.70","3,296.40","731.89K","-2.18%"
"2025-6-15","3,408.10","3,473.00","3,476.30","3,380.10","668.20K","0.17%"
"2025-6-8","3,402.40","3,333.40","3,419.80","3,313.10","861.22K","0.81%"
"2025-6-1","3,375.10","3,323.00","3,427.70","3,319.40","745.67K","0.93%"
"2025-5-25","3,343.90","3,384.00","3,384.12","3,269.10","837.78K","0.61%"
"2025-5-18","3,323.60","3,246.00","3,375.30","3,235.30","935.45K","3.01%"
"2025-5-11","3,226.60","3,281.00","3,295.50","3,123.30","946.90K","-2.40%"
"2025-5-4","3,306.00","3,247.10","3,448.20","3,243.10","1.13M","2.60%"
"2025-4-27","3,222.20","3,318.30","3,359.30","3,209.40","803.56K","-3.77%"
"2025-4-20","3,348.60","3,347.00","3,509.90","3,270.80","1.28M","0.07%"
"2025-4-13","3,346.40","3,246.00","3,358.40","3,208.70","623.92K","5.32%"
"2025-4-6","3,177.50","3,055.10","3,195.00","2,970.40","978.19K","1.79%"
"2025-3-30","3,121.70","3,118.80","3,201.60","3,073.50","1.14M","1.49%"
"2025-3-23","3,075.80","3,054.70","3,086.00","3,025.90","679.44K","0.15%"
"2025-3-16","3,071.30","3,021.20","3,092.80","3,019.50","654.20K","2.67%"
"2025-3-9","2,991.30","2,919.60","3,001.50","2,882.50","842.00K","2.21%"
"2025-3-2","2,926.60","2,872.00","2,941.30","2,866.30","775.47K","1.06%"
"2025-2-23","2,895.90","2,939.30","2,960.00","2,879.00","816.43K","-2.04%"
"2025-2-16","2,956.10","2,895.10","2,973.40","2,887.60","495.22K","0.36%"
"2025-2-9","2,945.40","2,884.80","2,968.50","2,879.90","820.68K","2.39%"
"2025-2-2","2,876.70","2,846.50","2,906.00","2,802.20","673.50K","1.11%"
"2025-1-26","2,845.20","2,791.00","2,853.20","2,746.80","651.07K","2.41%"
"2025-1-19","2,778.30","2,766.00","2,800.30","2,741.50","552.45K","1.00%"
"2025-1-12","2,750.90","2,716.80","2,757.90","2,672.00","716.55K","2.23%"
"2025-1-5","2,690.80","2,652.80","2,696.80","2,624.60","814.04K","0.82%"
"2024-12-29","2,669.00","2,636.10","2,674.20","2,608.40","207.47K","1.09%"
"2024-12-22","2,640.30","2,627.30","2,642.40","2,610.20","147.26K","1.71%"
"2024-12-15","2,596.00","2,654.60","2,669.70","2,585.90","648.54K","-3.68%"
"2024-12-8","2,695.10","2,654.50","2,743.80","2,637.50","844.65K","2.24%"
"2024-12-1","2,636.10","2,663.70","2,670.00","2,633.50","636.04K","-0.61%"
"2024-11-24","2,652.30","2,716.90","2,723.20","2,605.30","528.08K","-0.84%"
"2024-11-17","2,674.90","2,571.50","2,676.50","2,568.50","791.10K","3.96%"
"2024-11-10","2,572.90","2,692.10","2,693.40","2,541.50","991.57K","-4.91%"
"2024-11-3","2,705.80","2,743.50","2,759.50","2,650.30","1.04M","-1.58%"
"2024-10-27","2,749.30","2,739.40","2,801.80","2,725.80","822.20K","0.47%"
"2024-10-20","2,736.50","2,724.30","2,758.50","2,709.90","717.57K","1.52%"
"2024-10-13","2,695.50","2,659.90","2,700.50","2,643.10","678.22K","2.59%"
"2024-10-6","2,627.40","2,658.80","2,666.60","2,608.80","741.03K","-1.50%"
"2024-9-29","2,667.40","2,667.90","2,681.70","2,636.80","662.64K","-0.11%"
"2024-9-22","2,670.40","2,622.50","2,683.90","2,615.40","820.87K","3.07%"
"2024-9-15","2,590.90","2,584.80","2,603.70","2,549.40","804.34K","1.32%"
"2024-9-8","2,557.10","2,503.20","2,564.80","2,491.30","758.55K","1.48%"
"2024-9-1","2,519.70","2,509.00","2,530.50","2,479.80","548.78K","-0.67%"
"2024-8-25","2,536.70","2,512.60","2,538.70","2,493.20","646.95K","2.20%"
"2024-8-18","2,482.10","2,512.80","2,535.40","2,472.60","682.07K","0.96%"
"2024-8-11","2,458.60","2,436.00","2,485.40","2,430.00","735.72K","1.16%"
"2024-8-4","2,430.30","2,458.50","2,466.10","2,373.80","682.87K","-0.64%"
"2024-7-28","2,445.90","2,386.90","2,470.80","2,367.30","879.01K","3.93%"
"2024-7-21","2,353.50","2,403.70","2,433.00","2,351.90","866.50K","-4.19%"
"2024-7-14","2,456.40","2,419.30","2,488.40","2,406.10","952.80K","1.42%"
"2024-7-7","2,421.90","2,396.20","2,430.40","2,356.00","940.84K","2.22%"
"2024-6-30","2,369.40","2,336.20","2,374.50","2,327.40","640.61K","1.40%"
"2024-6-23","2,336.60","2,322.10","2,342.00","2,292.90","611.51K","-0.87%"
"2024-6-16","2,357.00","2,336.00","2,367.00","2,309.10","601.76K","2.22%"
"2024-6-9","2,305.90","2,299.50","2,345.10","2,292.90","733.20K","-3.07%"
"2024-6-2","2,378.90","2,335.00","2,385.20","2,323.90","830.16K","1.03%"
"2024-5-26","2,354.70","2,338.00","2,365.50","2,332.10","491.62K","0.75%"
"2024-5-19","2,337.20","2,422.20","2,454.20","2,328.10","935.27K","-2.02%"
"2024-5-12","2,385.50","2,369.10","2,402.70","2,337.60","851.50K","1.93%"
"2024-5-5","2,340.30","2,312.80","2,354.20","2,300.60","943.65K","1.33%"
"2024-4-28","2,309.60","2,347.60","2,358.90","2,291.70","881.51K","-0.89%"
"2024-4-21","2,330.30","2,391.50","2,391.50","2,293.60","853.41K","-2.33%"
"2024-4-14","2,385.80","2,357.30","2,402.20","2,330.10","1.06M","1.06%"
"2024-4-7","2,360.80","2,332.20","2,382.90","2,310.50","1.37M","2.78%"
"2024-3-31","2,296.90","2,243.50","2,312.00","2,238.50","1.06M","4.34%"
"2024-3-24","2,201.40","2,166.60","2,206.50","2,164.40","644.08K","0.76%"
"2024-3-17","2,184.70","2,159.90","2,225.30","2,149.20","1.01M","0.79%"
"2024-3-10","2,167.50","2,187.60","2,195.50","2,156.20","943.60K","0.11%"
"2024-3-3","2,165.20","2,091.60","2,172.20","2,088.10","1.26M","5.38%"
"2024-2-25","2,054.70","2,033.70","2,059.40","2,025.00","843.52K","1.68%"
"2024-2-18","2,020.80","2,017.70","2,035.00","2,015.50","480.58K","0.77%"
"2024-2-11","2,005.30","2,030.80","2,035.50","1,987.20","777.78K","-1.61%"
"2024-2-4","2,038.10","2,047.60","2,051.00","2,021.00","505.12K","-1.12%"
"2024-1-28","2,061.20","2,024.40","2,072.90","2,018.80","933.69K","2.15%"
"2024-1-21","2,017.80","2,031.80","2,039.30","2,004.00","707.42K","-0.19%"
"2024-1-14","2,021.60","2,053.40","2,062.80","2,004.60","599.03K","0.12%"
"2024-1-7","2,019.20","2,052.60","2,056.10","2,017.30","997.44K","-1.50%"
"2023-12-31","2,050.00","2,072.70","2,088.10","2,038.30","566.63K","-1.61%"
"2023-12-24","2,083.50","2,056.30","2,098.20","2,056.30","363.45K","2.04%"
"2023-12-17","2,041.80","2,023.70","2,050.00","2,020.80","547.45K","0.32%"
"2023-12-10","2,035.20","2,010.60","2,053.00","1,979.00","744.45K","-0.08%"
"2023-12-3","2,036.90","2,083.40","2,140.70","2,019.90","775.03K","-0.52%"
"2023-11-26","2,047.60","2,002.50","2,062.30","2,001.40","765.99K","2.75%"
"2023-11-19","1,992.80","1,980.90","2,009.80","1,967.20","644.27K","0.28%"
"2023-11-12","1,987.30","1,943.40","1,991.10","1,935.60","643.60K","0.89%"
"2023-11-5","1,969.80","1,999.40","2,000.10","1,948.30","852.02K","-1.19%"
"2023-10-29","1,993.50","2,013.50","2,017.70","1,978.20","793.24K","0.28%"
"2023-10-22","1,987.90","1,977.90","1,992.50","1,958.30","869.41K","0.85%"
"2023-10-15","1,971.20","1,931.90","1,980.70","1,912.00","989.04K","5.18%"
"2023-10-8","1,874.20","1,850.70","1,888.80","1,849.10","803.77K","2.80%"
"2023-10-1","1,823.20","1,853.90","1,855.10","1,817.80","815.32K","-2.48%"
"2023-9-24","1,869.50","1,926.40","1,927.90","1,865.50","927.34K","-2.69%"
"2023-9-17","1,921.20","1,927.70","1,950.20","1,915.00","717.91K","0.36%"
"2023-9-10","1,914.40","1,925.60","1,936.50","1,903.80","724.51K","-0.50%"
"2023-9-3","1,924.10","1,947.90","1,954.10","1,921.60","404.64K","-1.18%"
"2023-8-27","1,947.00","1,915.20","1,958.00","1,912.30","611.04K","1.45%"
"2023-8-20","1,919.10","1,890.60","1,923.00","1,886.30","605.51K","1.69%"
"2023-8-13","1,887.20","1,914.90","1,918.60","1,886.60","562.83K","-1.71%"
"2023-8-6","1,920.10","1,948.50","1,952.00","1,915.90","572.18K","-1.02%"
"2023-7-30","1,939.90","1,967.90","1,981.10","1,936.60","635.18K","-0.30%"
"2023-7-23","1,945.70","1,963.60","1,982.60","1,941.70","750.80K","-1.28%"
"2023-7-16","1,970.90","1,958.60","1,989.80","1,949.00","769.96K","0.36%"
"2023-7-9","1,963.80","1,930.70","1,968.50","1,918.00","910.76K","2.53%"
"2023-7-2","1,915.40","1,927.80","1,942.90","1,908.50","691.72K","-0.13%"
"2023-6-25","1,917.90","1,926.40","1,934.50","1,900.60","728.87K","0.15%"
"2023-6-18","1,915.00","1,961.70","1,961.70","1,914.00","540.66K","-2.39%"
"2023-6-11","1,961.80","1,966.10","1,976.00","1,929.60","824.97K","-0.41%"
"2023-6-4","1,969.90","1,954.40","1,977.50","1,945.00","647.78K","-0.84%"
"2023-5-28","1,986.50","1,951.60","1,991.40","1,941.20","594.36K","2.20%"
"2023-5-21","1,943.70","1,979.40","1,987.90","1,939.00","864.15K","-0.82%"
"2023-5-14","1,959.80","2,013.40","2,027.50","1,954.40","898.83K","-3.00%"
"2023-5-7","2,020.50","2,024.60","2,056.00","2,016.70","977.98K","-1.71%"
"2023-4-30","2,055.70","2,000.20","2,085.40","1,985.70","1.07M","2.84%"
"2023-4-23","1,999.00","1,983.20","2,013.30","1,975.30","840.29K","-0.54%"
"2023-4-16","2,009.80","2,004.80","2,018.20","1,971.90","757.13K","-1.76%"
"2023-4-9","2,045.80","2,003.60","2,053.00","1,988.00","816.16K","0.94%"
"2023-4-2","2,026.80","1,982.60","2,040.10","1,956.90","579.80K","1.93%"
"2023-3-26","1,988.50","1,982.60","1,993.30","1,945.00","606.06K","-0.37%"
"2023-3-19","1,995.90","1,989.70","2,014.90","1,936.50","1.04M","3.79%"
"2023-3-12","1,923.00","1,877.10","1,942.50","1,875.70","1.25M","4.82%"
"2023-3-5","1,834.60","1,861.00","1,864.30","1,813.40","1.03M","-0.32%"
"2023-2-26","1,840.50","1,818.00","1,852.50","1,810.80","665.81K","1.19%"
"2023-2-19","1,818.80","1,842.00","1,848.00","1,818.30","490.95K","-1.33%"
"2023-2-12","1,843.40","1,866.70","1,871.00","1,828.30","720.13K","-1.42%"
"2023-2-5","1,870.00","1,866.70","1,893.70","1,862.00","650.40K","-2.72%"
"2023-1-29","1,922.20","1,936.20","1,966.30","1,907.40","975.15K","-0.40%"
"2023-1-22","1,930.00","1,928.40","1,949.80","1,912.50","766.17K","0.32%"
"2023-1-15","1,923.90","1,923.80","1,936.90","1,898.60","598.49K","1.32%"
"2023-1-8","1,898.80","1,872.80","1,906.50","1,869.30","905.82K","3.16%"
"2023-1-1","1,840.60","1,831.80","1,871.30","1,829.90","602.32K","0.80%"
"2022-12-25","1,826.00","1,799.70","1,834.10","1,799.70","331.56K","2.10%"
"2022-12-18","1,788.50","1,795.20","1,825.40","1,787.10","588.90K","0.44%"
"2022-12-11","1,780.60","1,801.60","1,829.00","1,775.00","688.78K","-0.76%"
"2022-12-4","1,794.20","1,803.70","1,815.00","1,771.60","550.64K","-0.77%"
"2022-11-27","1,808.20","1,755.00","1,810.90","1,738.20","729.43K","3.59%"
"2022-11-20","1,745.60","1,752.00","1,755.00","1,719.00","455.16K","-0.99%"
"2022-11-13","1,763.00","1,769.40","1,791.80","1,755.80","790.20K","0.53%"
"2022-11-6","1,753.70","1,678.60","1,760.60","1,667.10","1.07M","7.53%"
"2022-10-30","1,630.90","1,647.20","1,673.10","1,618.30","967.12K","-1.77%"
"2022-10-23","1,660.30","1,662.00","1,674.00","1,637.00","755.37K","1.75%"
"2022-10-16","1,631.80","1,646.30","1,667.60","1,621.20","777.24K","-2.39%"
"2022-10-9","1,671.80","1,698.70","1,700.90","1,644.50","723.76K","-2.55%"
"2022-10-2","1,715.50","1,667.90","1,731.50","1,664.40","675.19K","3.12%"
"2022-9-25","1,663.60","1,642.80","1,667.50","1,613.00","858.83K","-0.47%"
"2022-9-18","1,671.40","1,673.00","1,687.00","1,651.50","856.20K","0.28%"
"2022-9-11","1,666.80","1,719.20","1,736.40","1,658.70","881.30K","-2.56%"
"2022-9-4","1,710.60","1,715.00","1,729.30","1,692.50","512.51K","0.65%"
"2022-8-28","1,699.60","1,736.00","1,743.10","1,689.80","680.70K","-3.31%"
"2022-8-21","1,757.80","1,747.00","1,765.10","1,726.00","552.38K","0.07%"
"2022-8-14","1,756.50","1,803.70","1,803.70","1,754.60","495.25K","-1.99%"
"2022-8-7","1,792.10","1,776.30","1,809.10","1,771.50","515.01K","0.05%"
"2022-7-31","1,791.20","1,767.70","1,795.50","1,754.80","648.09K","2.10%"
"2022-7-24","1,754.40","1,726.30","1,759.00","1,709.10","625.76K","2.39%"
"2022-7-17","1,713.40","1,706.40","1,722.00","1,678.40","755.73K","0.45%"
"2022-7-10","1,705.80","1,741.50","1,744.30","1,695.00","998.87K","-1.95%"
"2022-7-3","1,739.70","1,814.40","1,815.20","1,730.70","599.26K","-3.74%"
"2022-6-26","1,807.30","1,833.40","1,837.30","1,802.50","725.33K","-1.04%"
"2022-6-19","1,826.30","1,834.70","1,845.10","1,822.30","456.35K","-1.10%"
"2022-6-12","1,846.60","1,876.40","1,879.50","1,803.00","691.18K","-0.19%"
"2022-6-5","1,850.10","1,849.90","1,859.10","1,836.00","631.85K","-0.98%"
"2022-5-29","1,868.40","1,852.60","1,870.70","1,827.90","400.85K","1.13%"
"2022-5-22","1,847.60","1,844.40","1,869.10","1,836.30","604.70K","0.35%"
"2022-5-15","1,841.20","1,809.40","1,848.20","1,785.00","605.93K","0.91%"
"2022-5-8","1,824.60","1,883.70","1,885.60","1,820.10","939.46K","-2.72%"
"2022-5-1","1,875.70","1,896.20","1,910.70","1,849.70","741.58K","-0.82%"
"2022-4-24","1,891.30","1,932.30","1,932.30","1,870.90","692.44K","-2.78%"
"2022-4-17","1,945.40","1,974.80","2,000.00","1,935.80","652.55K","-1.84%"
"2022-4-10","1,981.90","1,949.50","1,982.40","1,940.80","443.84K","2.44%"
"2022-4-3","1,934.70","1,924.50","1,945.00","1,914.00","566.53K","-0.84%"
"2022-3-27","1,951.10","1,958.70","1,959.80","1,888.30","554.55K","-0.57%"
"2022-3-20","1,962.20","1,922.40","1,967.20","1,909.80","635.70K","0.98%"
"2022-3-13","1,943.20","1,988.70","1,994.80","1,895.20","716.55K","-2.86%"
"2022-3-6","2,000.40","1,978.50","2,078.80","1,964.20","1.37M","3.33%"
"2022-2-27","1,935.90","1,921.00","1,952.60","1,892.20","873.71K","0.55%"
"2022-2-20","1,925.40","1,900.30","1,975.00","1,880.00","652.83K","1.17%"
"2022-2-13","1,903.10","1,866.70","1,907.90","1,849.20","30.35K","3.12%"
"2022-2-6","1,845.50","1,810.90","1,870.60","1,810.70","46.32K","1.92%"
"2022-1-30","1,810.80","1,795.40","1,818.60","1,788.90","25.10K","1.20%"
"2022-1-23","1,789.30","1,838.30","1,856.70","1,783.80","549.54K","-2.44%"
"2022-1-16","1,834.10","1,819.80","1,850.80","1,807.20","340.34K","0.83%"
"2022-1-9","1,819.00","1,798.00","1,831.50","1,792.00","237.68K","1.06%"
"2022-1-2","1,799.90","1,832.90","1,835.40","1,783.80","136.24K","-1.70%"
"2021-12-26","1,831.00","1,809.00","1,833.60","1,791.90","20.20K","0.94%"
"2021-12-19","1,814.00","1,802.40","1,814.20","1,787.60","12.44K","0.37%"
"2021-12-12","1,807.30","1,786.60","1,818.00","1,755.40","29.12K","1.14%"
"2021-12-5","1,787.00","1,790.00","1,796.20","1,772.90","22.46K","0.07%"
"2021-11-28","1,785.80","1,792.40","1,813.10","1,764.20","23.00K","-0.13%"
"2021-11-21","1,788.10","1,850.70","1,853.00","1,780.20","575.17K","-3.57%"
"2021-11-14","1,854.30","1,876.30","1,881.90","1,847.00","258.96K","-0.88%"
"2021-11-7","1,870.80","1,822.20","1,873.30","1,815.90","243.74K","2.85%"
"2021-10-31","1,819.00","1,786.80","1,822.20","1,761.00","82.65K","1.85%"
"2021-10-24","1,785.90","1,796.40","1,814.60","1,774.60","34.00K","-0.69%"
"2021-10-17","1,798.30","1,769.50","1,817.50","1,762.80","21.20K","1.59%"
"2021-10-10","1,770.20","1,760.30","1,803.60","1,752.10","22.63K","0.61%"
"2021-10-3","1,759.40","1,762.40","1,783.20","1,747.90","24.01K","-0.04%"
"2021-9-26","1,760.10","1,751.80","1,766.40","1,723.70","377.15K","0.48%"
"2021-9-19","1,751.70","1,754.20","1,788.40","1,737.50","843.43K","0.02%"
"2021-9-12","1,751.40","1,789.80","1,810.60","1,745.50","890.08K","-2.27%"
"2021-9-5","1,792.10","1,833.50","1,833.50","1,783.10","704.11K","-2.27%"
"2021-8-29","1,833.70","1,821.60","1,836.90","1,803.40","713.39K","0.78%"
"2021-8-22","1,819.50","1,781.20","1,821.90","1,778.00","772.74K","1.99%"
"2021-8-15","1,784.00","1,780.90","1,797.60","1,772.00","674.45K","0.33%"
"2021-8-8","1,778.20","1,765.00","1,781.90","1,677.90","939.47K","0.86%"
"2021-8-1","1,763.10","1,817.00","1,835.90","1,759.50","1.00M","-2.98%"
"2021-7-25","1,817.20","1,804.00","1,837.50","1,793.00","411.51K","0.75%"
"2021-7-18","1,803.60","1,814.00","1,827.20","1,791.00","27.65K","-0.72%"
"2021-7-11","1,816.70","1,809.90","1,836.20","1,793.50","17.48K","0.25%"
"2021-7-4","1,812.10","1,787.40","1,821.00","1,787.00","13.02K","1.51%"
"2021-6-27","1,785.20","1,783.10","1,797.60","1,752.50","5.51K","0.30%"
"2021-6-20","1,779.80","1,769.30","1,797.00","1,769.30","4.95K","0.50%"
"2021-6-13","1,770.90","1,880.70","1,881.20","1,763.30","9.17K","-5.89%"
"2021-6-6","1,881.70","1,894.30","1,908.00","1,874.40","6.41K","-0.64%"
"2021-5-30","1,893.80","1,909.30","1,920.50","1,857.60","6.28K","-0.69%"
"2021-5-23","1,906.90","1,885.60","1,915.60","1,875.40","414.93K","1.49%"
"2021-5-16","1,878.90","1,843.50","1,893.20","1,843.10","248.41K","2.11%"
"2021-5-9","1,840.00","1,836.10","1,849.00","1,810.70","257.70K","0.35%"
"2021-5-2","1,833.50","1,770.40","1,846.50","1,768.50","87.85K","3.60%"
"2021-4-25","1,769.80","1,776.00","1,791.50","1,756.80","43.50K","-0.57%"
"2021-4-18","1,779.90","1,780.10","1,800.00","1,765.80","14.29K","-0.13%"
"2021-4-11","1,782.20","1,745.20","1,786.20","1,725.50","17.14K","2.03%"
"2021-4-4","1,746.80","1,732.10","1,761.20","1,723.60","14.97K","0.95%"
"2021-3-28","1,730.30","1,732.40","1,734.80","1,679.40","190.38K","-0.25%"
"2021-3-21","1,734.70","1,747.50","1,749.20","1,721.20","350.12K","-0.53%"
"2021-3-14","1,743.90","1,728.20","1,756.00","1,719.10","111.66K","1.25%"
"2021-3-7","1,722.40","1,703.90","1,740.40","1,676.20","264.27K","1.22%"
"2021-2-28","1,701.60","1,735.40","1,759.90","1,685.80","108.27K","-1.73%"
"2021-2-21","1,731.60","1,785.80","1,817.60","1,718.10","43.85K","-2.74%"
"2021-2-14","1,780.30","1,828.00","1,829.90","1,762.90","28.23K","-2.50%"
"2021-2-7","1,826.00","1,818.90","1,858.90","1,809.90","23.31K","0.57%"
"2021-1-31","1,815.60","1,867.30","1,877.80","1,787.30","41.21K","-2.00%"
"2021-1-24","1,852.70","1,858.60","1,881.00","1,832.40","371.79K","-0.39%"
"2021-1-17","1,859.90","1,832.30","1,878.10","1,804.70","269.21K","1.43%"
"2021-1-10","1,833.70","1,852.90","1,867.80","1,821.30","290.59K","-0.33%"
"2021-1-3","1,839.70","1,912.50","1,966.80","1,832.00","121.78K","-3.15%"
"2020-12-27","1,899.60","1,890.90","1,909.20","1,877.20","17.01K","0.65%"
"2020-12-20","1,887.40","1,896.80","1,915.40","1,863.30","12.98K","-0.30%"
"2020-12-13","1,893.00","1,849.00","1,906.00","1,825.00","19.31K","2.46%"
"2020-12-6","1,847.60","1,846.70","1,883.70","1,829.20","26.71K","0.20%"
"2020-11-29","1,844.00","1,795.00","1,856.20","1,771.30","23.94K","2.90%"
"2020-11-22","1,792.10","1,875.90","1,880.70","1,781.20","376.51K","-4.58%"
"2020-11-15","1,878.20","1,893.70","1,904.30","1,855.70","188.52K","-0.78%"
"2020-11-8","1,893.00","1,961.70","1,973.30","1,854.00","260.57K","-3.37%"
"2020-11-1","1,959.10","1,885.30","1,968.90","1,881.00","110.66K","3.81%"
"2020-10-25","1,887.20","1,912.30","1,920.90","1,866.70","34.72K","-1.33%"
"2020-10-18","1,912.70","1,912.70","1,943.20","1,902.00","25.42K","-0.07%"
"2020-10-11","1,914.00","1,942.40","1,945.30","1,892.80","18.00K","-1.01%"
"2020-10-4","1,933.60","1,914.30","1,944.00","1,884.00","27.69K","0.99%"
"2020-9-27","1,914.70","1,862.70","1,930.40","1,851.10","245.80K","2.59%"
"2020-9-20","1,866.30","1,957.30","1,962.90","1,851.00","1.66M","-4.88%"
"2020-9-13","1,962.10","1,948.90","1,983.80","1,938.20","1.19M","0.73%"
"2020-9-6","1,947.90","1,938.00","1,975.20","1,911.70","1.12M","0.70%"
"2020-8-30","1,934.30","1,973.90","2,001.20","1,921.60","1.49M","-2.06%"
"2020-8-23","1,974.90","1,947.90","1,987.00","1,908.40","1.70M","1.43%"
"2020-8-16","1,947.00","1,956.40","2,024.60","1,916.60","1.83M","-0.14%"
"2020-8-9","1,949.80","2,044.80","2,060.80","1,874.20","1.87M","-3.86%"
"2020-8-2","2,028.00","1,997.40","2,089.20","1,975.20","1.53M","2.12%"
"2020-7-26","1,985.90","1,913.10","2,005.40","1,912.20","627.36K","3.97%"
"2020-7-19","1,910.10","1,821.80","1,917.40","1,818.10","47.22K","4.90%"
"2020-7-12","1,820.90","1,817.00","1,832.00","1,804.50","19.90K","0.29%"
"2020-7-5","1,815.60","1,797.90","1,842.30","1,791.00","26.19K","0.76%"
"2020-7-2","1,801.90","1,787.90","1,829.80","1,779.20","1.16M","0.05%"
"2020-6-28","1,801.00","1,798.10","1,816.80","1,777.50","13.52K","0.63%"
"2020-6-21","1,789.80","1,773.00","1,803.70","1,763.10","11.21K","1.64%"
"2020-6-14","1,761.00","1,749.70","1,767.00","1,715.30","7.30K","0.85%"
"2020-6-7","1,746.20","1,694.70","1,763.70","1,693.80","8.40K","3.08%"
"2020-5-31","1,694.10","1,766.50","1,768.50","1,683.80","12.29K","-3.78%"
"2020-5-24","1,760.70","1,753.00","1,763.30","1,701.60","317.47K","0.41%"
"2020-5-17","1,753.50","1,769.40","1,787.50","1,731.20","209.36K","-0.82%"
"2020-5-10","1,768.00","1,718.10","1,772.80","1,705.00","180.85K","2.40%"
"2020-5-3","1,726.60","1,718.10","1,745.10","1,691.00","136.99K","1.14%"
"2020-4-26","1,707.20","1,749.20","1,750.00","1,683.30","44.92K","-1.87%"
"2020-4-19","1,739.70","1,694.50","1,767.40","1,668.40","43.80K","2.33%"
"2020-4-12","1,700.10","1,739.30","1,789.00","1,693.10","39.40K","-2.97%"
"2020-4-5","1,752.10","1,648.10","1,753.50","1,638.20","31.41K","6.48%"
